, sentimen,label,clean_teks
1284,"varian menu di resto ini sangat banyak mulai dari makanan barat , japanise hingga sundanis traditional makanan , meja nya pun banyak sehingga jika sedang ramai kita tidak perlu susah mencari meja . rata-rata makan nya enak semua , pemandangan nya juga bagus bisa menghadap ke kolam renang juga bisa menghadap ke hutan . menu yang wajib dicoba jika makan siang di sini adalah reuceuh , rasanya enak .",0,varian menu resto makan barat japanise sundanis traditional makan meja nya ramai susah cari meja ratarata makan nya enak pandang nya bagus hadap kolam renang hadap hutan menu wajib coba makan siang reuceuh enak
1285,tidak terhibur,2,hibur
1286,saya tidak senang dengan produk dari tokopedia,2,senang produk tokopedia
1287,"makanan nya lezat , penyajian nya cantik dan rapi , pelayanan nya pun cukup memuaskan . setelah direnovasi , dekorasi nya semakin menarik nyaman , bahkan ada tempat bermain untuk anak kecil bagi keluarga yang berkunjung ke sana . pada 2 kunjungan terakhir ke sana saya merasa sangat puas , bahkan pada salah satu kunjungan saya mendapat makanan penutup tambahan karena telah memasang foto makanan nya di media sosial .",0,makan nya lezat saji nya cantik rapi layan nya muas renovasi dekorasi nya tarik nyaman main anak keluarga kunjung kunjung puas salah kunjung makan tutup tambah pasang foto makan nya media sosial
1288,"suasana nya sangat-sangat menyenangkan , dingin nya bandung tidak bikin kafe resto dengan konsep semi di luar ini jadi ikutan dingin , tapi malah bikin nyaman . sangat-sangat homey , comfortable , nyaman . buat nongkrong , buat makan malam , even bisa juga buat venue wedding . makanan nya oke , tidak overpriced dengan kualitas dan kuantitas yang disajikan . walaupun jalan nya agak terlihat kalau dari jalan utama , tapi setimpal banget , a harus dicoba !",0,suasana nya sangatsangat senang dingin nya bandung bikin kafe resto konsep semi ikut dingin bikin nyaman sangatsangat homey senang nyaman nongkrong makan malam even venue wedding makan nya oke overpriced kualitas kuantitas saji jalan nya jalan utama timpal banget a coba
1289,"hindari kepadatan , menhub imbau masyarakat tidak kembali ke jakarta bersamaan pada 1 januari",1,hindar padat menteri hubung imbau masyarakat jakarta sama januari
1290,ternyata saya sangat tidak suka dengan aparat yang suka seenaknya di jalan,2,suka aparat suka jalan
1291,"menu yang disajikan bervariasi . harga agak tinggi namun sesuai dengan kualitas makanan yang disajikan . saya memesan mash potato dengan daging dan saos jamur . disajikan dengan brokoli dan wortel rebus . juga disuguhi roti dengan butter sebagai pelayanan gratis . kami memilih tempat duduk yang menghadap taman , sangat terasa suasana sejuk yang hommy . saya dan keluarga sangat menyukai nya ,",0,menu saji variasi harga sesuai kualitas makan saji mes potato daging saos jamur saji brokoli wortel rebus suguh roti butter layan gratis pilih duduk hadap taman suasana sejuk hommy keluarga suka nya
1292,orang tidak suka seafood itu keturunan orang miskin tidak terbiasa makan makanan mahal .,2,orang suka seafood turun orang miskin biasa makan makan mahal
1293,"jokowi satu-satunya presiden yang paling berpikir buat rakyat , terharu , salut , dan bangga sama pak jokowi .",0,jokowi satusatunya presiden pikir rakyat haru salut bangga jokowi
1294,makan di sini mau berdua atau bersama keluarga enak enak saja . tempat nyaman dengan lilin dan lampu redup . jika kurang terang tinggal nyalakan lampu besar di atas meja . pelayanan bagus . pelayanan ramah . namun satu yang kurang berkenan di hati . penyajian nya pakai piring . karena bandung dingin ada baiknya steak disajikan dengan hot plate . over all oke sih,0,makan dua keluarga enak enak nyaman lilin lampu redup terang tinggal nyala lampu meja layan bagus layan ramah kenan hati saji nya pakai piring bandung dingin baik steak saji hot plate over all oke sih
1295,di markas pdi ada sekitar 300 orang yang berjaga suatu kebiasaan dilakukan sejak kongres medan lalu .,1,markas pdi orang jaga biasa kongres medan
1296,"ditunggu saja , pasti dikasih . biasa maksimal seminggu kok",1,tunggu kasih maksimal minggu
1297,the raid memang film indonesia terbaik sepanjang masa,0,the raid film indonesia baik
1298,tidak penakut,0,takut
1299,"banyak petinggi lagi pada berlomba mendekat ke habib , ustadz , kyai , ulama . lalu memakai peci , baju muslim dan sarung . bagus sih .. tapi kenapa selalu terjadi hanya jelang pilpres ya ?",2,petinggi lomba dekat habib ustadz kyai ulama pakai peci baju muslim sarung bagus sih jelang pilpres ya
1300,"bapak reformasi ? kalau dulu iya sekarang si tukang fitnah nih kakek bangkotan amin raos , kelakuan sudah seperti yang hobi buat fitnah . ingin naik panggung tidak tahu diri otak sudah tumpul tapi berlaga prof jenius dasar",2,reformasi iya si tukang fitnah nih kakek bangkot amin raos laku hobi fitnah panggung otak tumpul laga prof jenius dasar
1301,"letak nya tepat di samping jalan layang pasopati bandung . saya biasa memesan tbone lokal , tapi tetap enak dengan porsi yang lumayan besar . dengan harga yang sama saya mendapatkan porsi yang lebih besar di restoran ini . pembakaran nya ternyata masih tradisional memakai kipas dari bambu . jadi kalau anda di bandung ingin steak ke sini saja , saya biasa bersama keluarga",0,letak nya samping jalan layang pasopati bandung mes tbone lokal enak porsi lumayan harga porsi restoran bakar nya tradisional pakai kipas bambu bandung steak keluarga
1302,"saya sudah sering ke bandung bersama keluarga untuk sarapan di warung pasta terutama lazana favorit saya , minuman , dan tempat nya enak dan nyaman serta banyak pilihan menu dan kursi .",0,bandung keluarga sarap warung pasta lazana favorit minum nya enak nyaman pilih menu kursi
1303,"secara keseluruhan baik : lumayan baik . atmosfer nya enak juga buat santai-santai bareng . cerita nya ke sini tidak sengaja karena pengin mencoba tempat baru . pas masuk yang dicari pria ya langsung resto nya dulu karena lapar . hahaha . aku pesan nasi bambu lupa nama nya menurut saya sih biasa saja , minuman nya sih enak , hanya kalau melihat harga nya ya jujur saja memang mahal saya kurang merekomendasikan tempat ini .",2,lumayan atmosfer nya enak santaisantai bareng cerita nya sengaja pengin coba pas masuk cari pria ya langsung resto nya lapar hahaha pesan nasi bambu lupa nama nya sih minum nya sih enak harga nya ya jujur mahal rekomendasi
1304,"mengunjungi the valley , senin malam udara nya sejuk sekali , kalau ke sini malam-malam harus bawa jaket kalau tidak mau masuk angin . pemandangan nya bagus , harga makanan yang mahal tidak sebanding dengan rasanya . rasa makanan nya biasa saja , tidak ada yang istimewa . tempat makan nya agak gelap , jadi tidak bisa terlihat jelas makanan yang disajikan .",0,unjung the valley senin malam udara nya sejuk malammalam bawa jaket masuk angin pandang nya bagus harga makan mahal banding makan nya istimewa makan nya gelap makan saji
1305,"cupu nih laki-laki Jakarta yang tidak kasi tempat duduk untuk ibu hamil . payah saja , masa yang rela berdiri malah ibu-ibu . aneh . bikin kecewa saja .",2,cupu nih lakilaki jakarta kasih duduk hamil payah rela diri ibuibu aneh bikin kecewa
1306,"tempat nya kecil , tapi cuanki mencabut banget deh , kalau penuh yang di riau tinggal ke serayu satu nya lagi di jalan mangga .",0,nya cuanki cabut banget deh penuh riau tinggal rayu nya jalan mangga
1307,ketika pak jokowi jadi iman salat itu adalah pencitraan,2,jokowi iman salat citra
1308,"bumi sangkuriang terletak di daerah kiputih , bandung . anda dapat mencapai tempat ini melalui jalan ciumbuleuit . - tempat ini sangat baik untuk dikunjungi . - udara yang segar dan lingkungan yang bersih . yang disukai - terdapat taman yang besar dengan rerumputan yang hijau . - pemandangan yang indah untuk dilihat . - makanan dan masakan yang lezat . - staf yang ramah .",0,bumi sangkuriang letak daerah kiputih bandung capai jalan ciumbuleuit kunjung udara segar lingkung bersih suka taman rumput hijau pandang indah makan masakan lezat staf ramah
1309,"bila anda mencari tempat nongkrong yang luar biasa di bandung , mungkin golden monkey bisa menjadi salah satu pilihan . berlokasi di daerah dago yang sejuk dengan menu yang variatif",0,cari nongkrong bandung golden monyet salah pilih lokasi daerah dago sejuk menu variatif
1310,"untuk jenis makanan seafood , harga nya masih terbilang murah . meski porsi nya cenderung kecil , tapi rasanya enak . dan tidak terlalu lama menunggu pesanan datang .",0,jenis makan seafood harga nya bilang murah porsi nya cenderung enak tunggu pesan
1311,"ukuran sate nya gede banget makan sedikit juga kenyang , cuma tempat nya agak kecil kalau ramai tidak kebagian tempat kayak nya",0,ukur sate nya banget makan kenyang nya ramai bagi nya
1312,bagi yang suka steak wajib ini cobalah makan di tempat ini karena harga nya terjangkau dan tempat nya bersih dan ada tempat khusus untuk merokok area jadi tidak akan campur dengan orang yang merokok dan rasanya juga bombastis,0,suka steak wajib coba makan harga nya jangkau nya bersih khusus rokok area campur orang rokok bombastis
1313,"dago , lokasi favorit nongkrong di bandung , salah satu nya kfc ini . banyak anak muda yang kata nya gaul ada di tempat ini , tapi lebih enak ke sini minum kopi nya , di kfc kopi .",0,dago lokasi favorit nongkrong bandung salah nya kfc anak muda nya gaul enak minum kopi nya kfc kopi
1314,aku suka banget aplikasi vlive,0,suka banget aplikasi vlive
1315,"kalau mau cari tempat makan malam yang lengkap menu nya , murah , tempat nya nyaman buat nongkrong . di sinilah tempat nya : tapi kalau soal rasa ya cukupanlah . banyakan yang makan di sini anak muda .",0,cari makan malam lengkap menu nya murah nya nyaman nongkrong nya ya cukup banyak makan anak muda
1316,saya dan keluarga dicoba gokana restoran di sukajadi bandung . pad masuk di suguhkan dulu gratis makanan ringan . semacam kerupuk saya makan beef teriyake . oke oke rasanya . pelayanan baik dan penyuguhan cepat . pelayan nya ramah dan baik .,0,keluarga coba gokana restoran sukajadi bandung pad masuk suguh gratis makan ringan kerupuk makan beef teriyake oke oke layan suguh cepat layan nya ramah
1317,tidak usah sok galau tentang kepribadian orang lain ! tidak mau juga kan kalau lo digituuin,2,sok galau pribadi orang digituuin
1318,"presiden 2019 lebih baik diganti jadi pak prabowo , kesayangan ku .",0,presiden ganti prabowo sayang ku
1319,"buat yang suka pedas atau galau ingin nangis malu , nah bole ini makan ke sini , kalau lagi galau memesan menu yang paling pedas terus bisa bebas nangis enggak ketahuan galau nya hahaha di sini ada menu yang tidak begitu pedas juga kok ada beberapa level untuk pedas nya",0,suka pedas galau nang malu makan galau mes menu pedas bebas nang tahu galau nya hahaha menu pedas level pedas nya
1320,asus terbaik !,0,asus baik
1321,"saya sudah beberapa kali makan di puri bambu , baik untuk makan siang maupun makan malam dan tidak pernah sekalipun puri bambu mengecewakan saya . semua menu yang disajikan selalu lezat . restoran ini menyajikan makanan yang mengandung babi . harga nya pun tidak terlalu mahal , dan tempat nya nyaman . menu favorit saya adalah sate babi dan samcam goreng crispy .",0,kali makan puri bambu makan siang makan malam puri bambu kecewa menu saji lezat restoran saji makan kandung babi harga nya mahal nya nyaman menu favorit sate babi samcam goreng crispy
1322,tempat makan yang sangat enak dan harga cukup terjangkau memaki pun jauh dari pusat kota bandung . kalau mau ke sini jangan terlalu sore .,0,makan enak harga jangkau maki pusat kota bandung sore
1323,"saya datang dengan keluarga , suami saya sangat suka sekali dengan bebek debus nya rasanya gurih pedas manis , ditambah sambel nya makin nampool . anak saya suka sekali dengan kremes dan kol goreng nya , kriuk-kriuk garing beda dengan kol goreng di tempat lain . sangat direkomendasikan buat makan di sana lagi . !!!",0,keluarga suami suka bebek debus nya gurih pedas manis tambah sambel nya nampool anak suka kremes kol goreng nya kriukkriuk garing beda kol goreng rekomendasi makan
1324,indosat brengsek merasa benar-benar marah di galeri indosat,2,indosat brengsek benarbenar marah galeri indosat
1325,"porsi nya banyak kepiting kisaran 100 ribu / porsi . udang bakar nya enak . enak bumbu nya penuh rempah . harga dan rasanya bersaing dengan perahu seafood jalan sumatera dan hdl cilaki lokasi dekat jalan bengawan dan supratman , bersebelahan dengan taman superhero . parkir nya padat pasti kebagian di pinggir jalan .",0,porsi nya kepiting kisar ribu porsi udang bakar nya enak enak bumbu nya penuh rempah harga saing perahu seafood jalan sumatera hdl cilaki lokasi jalan bengawan supratman bahan taman superhero parkir nya padat bagi pinggir jalan
1326,"konsep nya tempat nya unik , simpel , dan nyaman . persis nya di seberang jonas foto / belakang gedung sate . waitress - nya ramah dan nampaknya dilatih untuk mengingat pesanan tanpa mencatat . karena kami berempat , lumayan menantang jadi nya . pie jadi menu utama . tapi sajian lain juga cukup banyak variasi nya . termasuk salah satu menu nya ; roasted half baby chicken .",0,konsep nya nya unik simpel nyaman persis nya seberang jonas foto gedung sate waitress nya ramah nampaknya latih pesan catat empat lumayan tantang nya pie menu utama saji variasi nya salah menu nya roasted half baby chicken
1327,"bagus ! rekomendasi banget , apalagi buat anniversary an hehe . paling bagus datang nya sore menjelang malam . makanan nya enak , porsi nya banyak , harga nya masih dapat di jangkau . pelayanan nya nih yang paling enak , cepat dan ramah . waktu saya ke sini , dilayani sama pak andri yang super baik banget , pak andri top banget deh . hehe . pokok nya setimpal banget . kalau ke bandung harus coba .",0,bagus rekomendasi banget anniversary an hehe bagus nya sore jelang malam makan nya enak porsi nya harga nya jangkau layan nya nih enak cepat ramah layan andri super banget andri top banget deh hehe pokok nya timpal banget bandung coba
1328,"ini suki and barbeque versi murah meriah . lumayan banget , harga nya tidak begitu mahal tapi kita cukup puas . pilihan menu nya lumayan banyak . kita makan sampai kenyang banget juga paling cuma 100 ribuan untuk berdua .",0,suki and barbeque versi murah riah lumayan banget harga nya mahal puas pilih menu nya lumayan makan kenyang banget ribu dua
1329,makanan yang enak pelayanan tanggung ramah dan suasana yang romantis . udara nya diinggiiiiinnnnn banget . segar .,0,makan enak layan tanggung ramah suasana romantis udara nya diinggiiiiinnnnn banget segar
